Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Sound Type,Auditor,Length,Location,Date,File
26,Spectrogram 1,1,65.46093507,66.22311999,0,1400,SG,T,0.762184925,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
27,Spectrogram 1,1,67.00435954,67.59505286,0,1190,SG,T,0.590693316,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
28,Spectrogram 1,1,70.60568331,74.89297351,0,980,SG,T,4.287290202,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
29,Spectrogram 1,1,77.11731928,77.82234034,0,1330,SG,T,0.705021056,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
30,Spectrogram 1,1,80.31849597,82.07152129,0,1190,SG,T,1.753025327,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
31,Spectrogram 1,1,81.655457,82.35187714,5810,18410,SG,W,0.696420135,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
32,Spectrogram 1,1,84.29914608,84.83267552,0,980,SG,T,0.533529447,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
33,Spectrogram 1,1,87.30977653,88.45305392,0,1190,SG,T,1.143277387,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
34,Spectrogram 1,1,89.5963313,90.37757085,0,1260,SG,T,0.781239548,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
35,Spectrogram 1,1,90.71288962,92.14198635,0,910,SG,T,1.429096734,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
36,Spectrogram 1,1,96.81036902,97.57255394,0,1050,SG,T,0.762184924,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
37,Spectrogram 1,1,103.1555585,104.3369452,0,1610,SG,T,1.181386634,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
38,Spectrogram 1,1,93.81879319,94.7334151,0,770,SG,T,0.91462191,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
39,Spectrogram 1,1,98.90637756,101.7264618,0,1050,SG,T,2.820084221,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
40,Spectrogram 1,1,95.34316304,95.76236475,0,700,SG,O,0.419201709,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
41,Spectrogram 1,1,101.7836257,102.221882,0,630,SG,O,0.438256332,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
42,Spectrogram 1,1,109.5372799,111.652343,0,1260,SG,T,2.115063166,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
43,Spectrogram 1,1,113.1767129,113.9388978,0,1120,SG,T,0.762184925,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
44,Spectrogram 1,1,117.1972384,118.0928057,0,1610,SG,T,0.895567287,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
45,Spectrogram 1,1,121.4464193,122.1323858,0,1330,SG,T,0.685966432,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
46,Spectrogram 1,1,123.3277819,123.7850928,0,980,SG,O,0.457310955,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
47,Spectrogram 1,1,124.3948408,125.0998618,0,1190,SG,T,0.705021056,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
48,Spectrogram 1,1,128.0914377,128.834568,0,1260,SG,T,0.743130302,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
49,Spectrogram 1,1,129.8063537,130.0350092,0,1050,,,0.228655478,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
50,Spectrogram 1,1,129.7301352,130.0921731,0,910,SG,T,0.362037839,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
51,Spectrogram 1,1,132.626438,133.4267321,0,1330,SG,T,0.800294171,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
52,Spectrogram 1,1,138.0951148,140.2673418,0,1260,SG,T,2.172227036,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
53,Spectrogram 1,1,134.646228,135.3512491,0,980,SG,T,0.705021056,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
54,Spectrogram 1,1,136.3801987,136.818455,0,1470,SG,U,0.438256332,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
55,Spectrogram 1,1,141.5805334,142.2283906,0,910,SG,T,0.647857187,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
56,Spectrogram 1,1,144.1338529,144.5149454,0,1190,SG,U,0.381092463,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
57,Spectrogram 1,1,146.5918993,147.2778658,0,1190,SG,T,0.685966432,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
58,Spectrogram 1,1,151.5842106,153.9660385,0,1330,SG,T,2.38182789,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
59,Spectrogram 1,1,150.6695887,151.0887904,0,1050,SG,U,0.419201709,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
60,Spectrogram 1,1,155.9858285,157.7388538,0,1190,SG,T,1.753025327,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
61,Spectrogram 1,1,159.752452,161.3363873,4340,16450,SG,W,1.583935326,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
62,Spectrogram 1,1,159.2928296,160.0550145,0,1190,SG,T,0.762184924,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
63,Spectrogram 1,1,160.9124725,161.446002,0,1120,SG,T,0.533529447,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
64,Spectrogram 1,1,162.8750987,163.3895735,0,1260,SG,T,0.514474824,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
65,Spectrogram 1,1,165.6761283,166.552641,4690,15260,SG,W,0.876512663,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
66,Spectrogram 1,1,166.4192586,167.3529351,0,1470,SG,T,0.933676533,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
67,Spectrogram 1,1,168.9344689,169.4489437,0,840,SG,T,0.514474824,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
68,Spectrogram 1,1,167.562536,167.86741,0,770,SG,T,0.30487397,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
69,Spectrogram 1,1,171.4877884,172.211864,0,1120,SG,T,0.724075679,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
70,Spectrogram 1,1,173.2217591,174.0411079,0,1330,SG,T,0.819348794,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
71,Spectrogram 1,1,169.7538177,170.3064017,0,910,SG,T,0.552584071,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
72,Spectrogram 1,1,176.0748884,180.0001408,0,1260,SG,T,3.925252363,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
73,Spectrogram 1,1,183.6586284,193.7194694,0,1190,SG,T,10.06084101,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
74,Spectrogram 1,1,195.7578892,196.6488107,6688,18830,SG,W,0.890921436,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
75,Spectrogram 1,1,195.3522782,205.5846108,0,1050,SG,T,10.23233261,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
76,Spectrogram 1,1,207.5853462,211.5296532,0,1470,SG,T,3.944306986,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
77,Spectrogram 1,1,212.8428448,219.9883285,0,1470,SG,T,7.14548367,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
78,Spectrogram 1,1,220.6742949,221.0172781,0,1120,SG,U,0.342983216,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
79,Spectrogram 1,1,222.9989589,223.9897993,0,1190,SG,T,0.990840402,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
80,Spectrogram 1,1,225.6284969,225.8380978,0,1120,SG,T,0.209600854,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
81,Spectrogram 1,1,227.648287,228.0865433,0,1120,SG,T,0.438256332,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
82,Spectrogram 1,1,230.0025474,232.7654677,0,1120,SG,T,2.762920352,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
83,Spectrogram 1,1,233.4514341,233.7372535,0,1260,SG,U,0.285819347,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
84,Spectrogram 1,1,234.4994384,236.6907201,0,1190,SG,T,2.191281659,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
85,Spectrogram 1,1,237.7006151,239.9109514,0,1190,SG,T,2.210336282,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
86,Spectrogram 1,1,240.4825901,246.6753426,0,910,SG,T,6.192752514,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
87,Spectrogram 1,1,248.4571111,258.8799899,0,1190,SG,T,10.42287885,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
88,Spectrogram 1,1,261.2046539,265.853982,0,1120,SG,T,4.649328041,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
89,Spectrogram 1,1,269.4494169,271.164333,0,1050,SG,T,1.71491608,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
90,Spectrogram 1,1,273.0316861,282.1016867,0,1190,SG,T,9.070000605,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
91,Spectrogram 1,1,295.9692509,296.3312887,0,1120,SG,T,0.362037839,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
92,Spectrogram 1,1,297.5698392,298.084314,0,1120,SG,T,0.514474824,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
93,Spectrogram 1,1,283.6409097,291.6819607,0,1190,SG,T,8.041050956,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
94,Spectrogram 1,1,292.7871288,293.3397129,0,1330,SG,T,0.552584071,Palma,4/27/2018,2018-04-27T030000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,1.46720598,3.925252363,1441.2,21473.5,SG,E,2.458046383,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,6.973992062,13.89082025,1441.2,21185.3,SG,E,6.916828192,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,15.83439181,16.34886664,0,1080.9,SG,T,0.514474825,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
5,Spectrogram 1,1,17.00032175,23.25023813,1008.8,21041.2,SG,E,6.249916383,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
6,Spectrogram 1,1,18.86767482,19.57269587,0,1225,SG,T,0.705021056,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
7,Spectrogram 1,1,21.93903319,22.9448186,6468.1,14051.5,SG,W,1.005785406,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
8,Spectrogram 1,1,25.94302943,32.66931139,2233.8,20320.6,SG,E,6.726281961,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
9,Spectrogram 1,1,37.02515445,38.20654108,648.5,6629.4,SG,E,1.181386633,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
10,Spectrogram 1,1,42.01746571,43.99914651,1008.8,21113.2,SG,E,1.981680805,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
11,Spectrogram 1,1,55.63038667,56.22107999,0,1152.9,SG,T,0.590693317,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
12,Spectrogram 1,1,63.1569628,63.86198386,0,1008.8,SG,T,0.705021055,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
13,Spectrogram 1,1,48.14191978,60.98473577,792.6,21545.6,SG,E,12.84281598,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
14,Spectrogram 1,1,74.66869872,75.3927744,0,1225,SG,T,0.724075679,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
15,Spectrogram 1,1,77.38840494,90.2883848,2089.7,21545.6,SG,E,12.89997985,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
16,Spectrogram 1,1,87.35397283,87.96372077,0,1080.9,SG,T,0.60974794,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
17,Spectrogram 1,1,83.42872047,84.00035917,0,1369.1,SG,T,0.571638693,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
18,Spectrogram 1,1,91.64740984,103.0039652,3026.5,21329.4,SG,E,11.35655538,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
19,Spectrogram 1,1,103.5558367,122.4961321,1152.9,21617.6,SG,E,18.94029538,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
20,Spectrogram 1,1,124.5862402,144.2315566,1369.1,21113.2,SG,E,19.64531644,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
21,Spectrogram 1,1,149.0101396,150.153417,1729.4,20825,SG,E,1.143277387,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
22,Spectrogram 1,1,154.4970728,172.0463807,3242.6,21545.6,SG,E,17.54930789,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
23,Spectrogram 1,1,173.4695887,176.2896729,1513.2,21257.4,SG,E,2.820084222,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
24,Spectrogram 1,1,183.7660851,205.2597,1945.6,21257.4,SG,E,21.49361488,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
25,Spectrogram 1,1,214.4624878,228.1437072,4683.8,21185.3,SG,E,13.6812194,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
26,Spectrogram 1,1,231.1804757,246.5575566,936.8,22050,SG,E,15.37708086,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
27,Spectrogram 1,1,250.1217988,250.9030383,720.6,20752.9,SG,E,0.781239548,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
28,Spectrogram 1,1,254.9997823,299.9959864,0,21761.8,SG,E,44.99620408,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
29,Spectrogram 1,1,269.1791105,270.2271147,3458.8,12394.1,SG,W,1.048004271,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
30,Spectrogram 1,1,269.6364214,270.1508962,15925,21257.4,SG,W,0.514474824,Palma,4/27/2018,2018-04-27T164500_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,7.817632913,42.4237046,1285.1,21170.7,SG,E,34.60607169,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,0,4.954202011,879.3,21441.3,SG,E,4.954202011,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,75.09916636,76.4520446,0,1217.5,SG,T,1.352878241,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,170.0145551,200.0431092,946.9,21914.7,SG,E,30.02855415,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
5,Spectrogram 1,1,3.467941408,4.858928895,3923,9807.5,SG,W,1.390987487,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
8,Spectrogram 1,1,70.37361983,70.71660305,0,1826.2,SG,U,0.342983217,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
9,Spectrogram 1,1,71.70744345,71.99326279,0,1691,SG,U,0.285819347,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
10,Spectrogram 1,1,104.5232994,105.152102,0,1217.5,SG,T,0.628802563,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
11,Spectrogram 1,1,153.0904435,154.6761609,6358,17856.4,SG,W,1.585717369,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
12,Spectrogram 1,1,162.0029711,162.4176415,10011.3,12830.5,SG,W,0.414670427,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
13,Spectrogram 1,1,164.7710565,168.0103424,2705.5,21306,SG,E,3.23928593,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
14,Spectrogram 1,1,180.9805684,182.4287198,0,1758.6,SG,T,1.448151357,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
15,Spectrogram 1,1,257.8138487,258.5188698,0,879.3,SG,T,0.705021056,Palma,4/27/2018,2018-04-27T180000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,18.98141905,19.77116734,0,990.3,SG,T,0.789748294,Palma,4/27/2018,2018-04-27T190500_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,96.25777614,97.04752443,0,1650.4,SG,T,0.789748294,Palma,4/27/2018,2018-04-27T190500_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,162.6212873,164.0694387,0,1255.5,SG,T,1.448151357,Palma,4/27/2018,2018-04-27T192000_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,189.787346,190.8544049,0,2040.2,SG,U,1.067058895,Palma,4/27/2018,2018-04-27T192000_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,295.1490299,295.701614,0,1490.9,SG,U,0.55258407,Palma,4/27/2018,2018-04-27T192000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,42.15779069,42.900921,0,1264.5,SG,T,0.743130301,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,109.6836346,110.0837816,0,1343.5,SG,U,0.400147086,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,127.4565433,127.7614173,0,1343.5,SG,U,0.304873969,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,131.9153251,132.4679092,0,1264.5,SG,T,0.55258407,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
5,Spectrogram 1,1,157.8792457,158.4318298,0,1501.6,SG,T,0.552584071,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
6,Spectrogram 1,1,183.9687505,184.2355152,0,1185.5,SG,U,0.266764723,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
7,Spectrogram 1,1,210.4972908,210.9546017,0,1422.6,SG,T,0.457310955,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
8,Spectrogram 1,1,251.8807774,252.357143,0,1580.6,SG,T,0.476365578,Palma,4/27/2018,2018-04-27T202500_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,16.57259346,17.46185457,0,1262.1,SG,T,0.889261112,Palma,4/27/2018,2018-04-27T204000_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,68.22728134,69.11654245,0,1410.6,SG,T,0.889261112,Palma,4/27/2018,2018-04-27T204000_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,184.2276499,184.7665961,0,1484.8,SG,T,0.538946129,Palma,4/27/2018,2018-04-27T204000_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,208.8622614,210.2365741,0,1559.1,SG,T,1.374312628,Palma,4/27/2018,2018-04-27T204000_0004e9e50005718b_2.0.wav
5,Spectrogram 1,1,227.3178561,228.099328,0,1410.6,SG,U,0.781471887,Palma,4/27/2018,2018-04-27T204000_0004e9e50005718b_2.0.wav
6,Spectrogram 1,1,238.8138584,239.487541,0,1559.1,SG,U,0.673682661,Palma,4/27/2018,2018-04-27T204000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,11.90913945,12.15684955,0,1726.3,SG,U,0.2477101,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,21.27202745,21.82461152,0,1255.5,SG,T,0.55258407,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,29.59889776,29.8847171,0,1569.4,SG,U,0.285819347,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,41.16695029,42.21495456,0,1098.6,SG,T,1.048004272,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
5,Spectrogram 1,1,44.76827406,45.45424049,0,1883.3,SG,U,0.685966432,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
6,Spectrogram 1,1,60.7448836,61.25935842,0,1569.4,SG,T,0.514474824,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
7,Spectrogram 1,1,78.72308175,79.35188431,0,1804.8,SG,U,0.628802563,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
8,Spectrogram 1,1,88.0096832,88.35266642,156.9,1412.5,SG,U,0.342983216,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
9,Spectrogram 1,1,104.609013,105.2568702,0,1490.9,SG,T,0.647857186,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
10,Spectrogram 1,1,127.6046593,127.9857518,0,1177,SG,U,0.381092462,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
11,Spectrogram 1,1,136.217349,136.5412776,0,1334,SG,U,0.323928593,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
12,Spectrogram 1,1,149.98709,150.2538547,0,1412.5,SG,U,0.266764723,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
13,Spectrogram 1,1,156.9039182,157.2850106,0,1334,SG,U,0.381092462,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
14,Spectrogram 1,1,162.1778568,162.5208401,0,1412.5,SG,U,0.342983217,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
15,Spectrogram 1,1,165.8172899,166.2555462,0,1569.4,SG,U,0.438256332,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
16,Spectrogram 1,1,170.9620381,171.4574583,0,1255.5,SG,U,0.495420201,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
17,Spectrogram 1,1,180.9113044,181.540107,0,1177,SG,T,0.628802563,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
18,Spectrogram 1,1,213.5252695,214.0016351,0,1490.9,SG,U,0.476365578,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
19,Spectrogram 1,1,219.4512573,219.9276229,0,1569.4,SG,U,0.476365578,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
20,Spectrogram 1,1,217.393358,217.7935051,0,1412.5,SG,T,0.400147085,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
21,Spectrogram 1,1,241.9324933,242.504132,0,1098.6,SG,T,0.571638694,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
22,Spectrogram 1,1,260.435598,260.9119636,0,1569.4,SG,U,0.476365578,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
23,Spectrogram 1,1,277.1483834,277.7771859,0,1412.5,SG,T,0.628802563,Palma,4/27/2018,2018-04-27T204500_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,39.89369617,40.27478863,0,1083.4,SG,U,0.381092462,Palma,4/27/2018,2018-04-27T210000_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,164.9243466,165.7436954,0,1083.4,SG,T,0.819348794,Palma,4/27/2018,2018-04-27T210000_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,216.9968816,217.5875749,0,701,SG,T,0.590693317,Palma,4/27/2018,2018-04-27T210000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,259.9959417,260.9105636,0,1168.2,SG,T,0.91462191,Palma,4/27/2018,2018-04-27T211000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,10.07989563,10.82302593,0,1479.4,SG,T,0.743130302,Palma,4/27/2018,2018-04-27T213000_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,25.94564755,26.93648795,0,986.3,SG,T,0.990840402,Palma,4/27/2018,2018-04-27T213000_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,217.971098,218.9619384,0,1127.2,SG,T,0.990840402,Palma,4/27/2018,2018-04-27T213000_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,222.9443546,223.6303211,0,1338.5,SG,T,0.685966432,Palma,4/27/2018,2018-04-27T213000_0004e9e50005718b_2.0.wav
5,Spectrogram 1,1,231.8343317,232.2916427,0,1620.3,SG,H,0.457310955,Palma,4/27/2018,2018-04-27T213000_0004e9e50005718b_2.0.wav
6,Spectrogram 1,1,283.6875963,284.411672,0,774.9,SG,T,0.724075678,Palma,4/27/2018,2018-04-27T213000_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,52.95338438,53.51615188,0,1168.7,SG,H,0.562767502,Palma,4/27/2018,2018-04-27T214500_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,207.342307,207.9050745,0,1168.7,SG,H,0.562767503,Palma,4/27/2018,2018-04-27T214500_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,255.4401695,256.8095705,0,1090.8,SG,T,1.369400923,Palma,4/27/2018,2018-04-27T214500_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,38.21865546,47.1552737,0,1185.5,SG,T,8.936618243,Palma,4/27/2018,2018-04-27T215500_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,164.0984143,166.289696,0,869.4,SG,T,2.191281659,Palma,4/27/2018,2018-04-27T215500_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,259.7907316,260.9530636,0,948.4,SG,,1.162332011,Palma,4/27/2018,2018-04-27T215500_0004e9e50005718b_2.0.wav
1,Spectrogram 1,1,1.821244262,14.39921245,0,1490.9,SG,T,12.57796818,Palma,4/27/2018,2018-04-27T232000_0004e9e50005718b_2.0.wav
2,Spectrogram 1,1,62.83292704,87.41972457,0,1177,SG,O,24.58679754,Palma,4/27/2018,2018-04-27T232000_0004e9e50005718b_2.0.wav
3,Spectrogram 1,1,94.70470162,106.4099903,0,1020.1,SG,O,11.70528864,Palma,4/27/2018,2018-04-27T232000_0004e9e50005718b_2.0.wav
4,Spectrogram 1,1,116.5596328,126.5385336,0,1961.7,SG,O,9.978900852,Palma,4/27/2018,2018-04-27T232000_0004e9e50005718b_2.0.wav
